name,latitude,longitude,city,iata
Yamoussoukro Airport,6.903170109,-5.365580082,Yamoussoukro,ASK
Dalnerechensk Airport,45.877949,133.735822,Dalnerechensk,DLR
Diomede Heliport,65.758367,-168.953676,Diomede,DIO
Katsina Airport,13.0078,7.66045,Katsina,DKA
Nnamdi Azikiwe International Airport,9.00679,7.26317,Abuja,ABV
Akwa Ibom International Airport,4.8725,8.093,Uyo,QUO
Akure Airport,7.246739864,5.301010132,Akure,AKR
Asaba International Airport,6.204167,6.665278,Asaba,ABB
Sir Abubakar Tafawa Balewa International Airport,10.482833,9.744,Bauchi,BCU
Benin Airport,6.316979885,5.599500179,Benin,BNI
Margaret Ekpo International Airport,4.976019859,8.347200394,Calabar,CBQ
Akanu Ibiam International Airport,6.474269867,7.56196022,Enegu,ENU
Gusau Airport,12.1717,6.69611,Gusau,QUS
Ibadan Airport,7.362460136,3.978329897,Ibadan,IBA
Ilorin International Airport,8.440210342,4.493919849,Ilorin,ILR
Sam Mbakwe International Airport,5.427060127,7.206029892,Owerri,QOW
Yakubu Gowon Airport,9.639829636,8.869050026,Jos,JOS
Kaduna Airport,10.6960001,7.320109844,Kaduna,KAD
Mallam Aminu International Airport,12.0476,8.52462,Kano,KAN
Maiduguri International Airport,11.85529995,13.08090019,Maiduguri,MIU
Makurdi Airport,7.70388,8.61394,Makurdi,MDI
Murtala Muhammed International Airport,6.577370167,3.321160078,Lagos,LOS
Minna Airport,9.652170181,6.462259769,Minna,MXJ
Port Harcourt International Airport,5.015490055,6.949590206,Port Harcourt,PHC
Sadiq Abubakar III International Airport,12.91629982,5.207190037,Sokoto,SKO
Yola Airport,9.25755024,12.43039989,Yola,YOL
Zaria Airport,11.1302,7.68581,Zaria,ZAR
Dorobisoro Airport,-9.461855,147.920907,Dorobisoro,DOO
Deputatskiy Airport,69.392503,139.890012,Deputatskiy,DPT
Daqing Sa'ertu Airport,46.750883,125.138642,Daqing,DQA
Maradi Airport,13.5025,7.12675,Maradi,MFQ
Diori Hamani International Airport,13.4815,2.18361,Niamey,NIM
Tahoua Airport,14.8757,5.26536,Tahoua,THZ
Mano Dayak International Airport,16.9659996,8.000109673,Agadez,AJY
Arlit Airport,18.79039955,7.365950108,Arlit,RLT
Zinder Airport,13.77900028,8.98375988,Zinder,ZND
Dilasag Airport,16.44583333,122.2068056,Dilasag,DSG
Tabarka-Aïn Draham International Airport,36.98,8.87694,Tabarka,TBJ
Monastir Habib Bourguiba International Airport,35.7580986,10.75469971,Monastir,MIR
Enfidha - Hammamet International Airport,36.075833,10.438611,Enfidha,NBE
Tunis Carthage International Airport,36.851002,10.2272,Tunis,TUN
Gafsa Ksar International Airport,34.42200089,8.822500229,Gafsa,GAF
Gabès Matmata International Airport,33.733691,9.91941,Gabès,GAE
Djerba Zarzis International Airport,33.875,10.7755,Mellita,DJE
El Borma Airport,31.7043,9.25462,El Borma,EBM
Sfax Thyna International Airport,34.7179985,10.69099998,Sfax,SFA
Tozeur Nefta International Airport,33.93970108,8.110560417,Tozeur,TOE
Andavadoaka Airport,-22.06608,43.259573,Andavadoaka,DVD
Diyawanna Oya Seaplane Base,6.906585,79.909,Sri Jayawardenepura Kotte,DWO
Dwyer Airport,31.091265,64.066053,Reg,DWR
Niamtougou International Airport,9.76733017,1.091249943,Niamtougou,LRL
Lomé–Tokoin International Airport,6.16561,1.25451,Lomé,LFW
Dazhou Jinya Airport,31.048815,107.435646,Dazhou (Dachuan),DZH
Elenak Airport,9.319305556,166.8477778,Mejato Island,EAL
Antwerp International Airport (Deurne),51.190667,4.463153,Antwerp,ANR
Brussels Airport,50.901402,4.48444,Zaventem,BRU
Brussels South Charleroi Airport,50.460982,4.457158,Charleroi,CRL
Ghent/Industry Zone Heliport,51.020551,3.730341,Gent,GNE
Flanders International Airport Kortrijk-Wevelgem,50.818878,3.209551,Wevelgem,KJK
Liège Airport,50.638574,5.443897,Grâce-Hollogne,LGG
Ebon Airport,4.5982,168.752,Ebon Atoll,EBO
Oostende-Brugge International Airport,51.1998,2.874673,Oostende,OST
Oostmalle Airfield,51.269092,4.762428,Zoersel,OBL
Méndez Airport,-2.733330011,-78.3167038,Santiago de Méndez,MZD
Edna Bay Seaplane Base,55.949653,-133.661012,Edna Bay,EDA
Leipzig–Altenburg Airport,50.981945,12.506389,Nobitz,AOC
Heringsdorf Airport,53.87870026,14.15229988,Heringsdorf,HDF
Riesa-Göhlis Airport,51.29361,13.356111,Riesa,IES
Rechlin-Lärz Airport,53.306389,12.752222,Lärz,REB
Cochstedt Airport,51.8564,11.4203,Hecklingen,CSO
Neubrandenburg Airport,53.6022,13.306,Neubrandenburg,FNB
Flugplatz Güttin / Rügen,54.383331,13.325556,Rügen,GTI
Köthen Airport,51.723745,11.948826,Köthen (Anhalt),KOQ
Peenemünde Airport,54.15777969,13.77444363,Peenemünde,PEF
Berlin Brandenburg Airport,52.362247,13.500672,Berlin,BER
Dresden Airport,51.134123,13.767831,Dresden,DRS
Erfurt-Weimar Airport,50.979801,10.9581,Erfurt,ERF
Frankfurt Airport,50.030241,8.561096,Frankfurt am Main,FRA
Münster Osnabrück Airport,52.134602,7.68483,Greven,FMO
Hamburg Helmut Schmidt Airport,53.630402,9.98823,Hamburg,HAM
Cologne Bonn Airport,50.865898,7.14274,Köln (Cologne),CGN
Düsseldorf Airport,51.289501,6.76678,Düsseldorf,DUS
Munich Airport,48.353802,11.7861,Munich,MUC
Nuremberg Airport,49.498699,11.078056,Nuremberg,NUE
Leipzig/Halle Airport,51.420657,12.232705,Schkeuditz,LEJ
Saarbrücken Airport,49.21459961,7.109509945,Saarbrücken,SCN
Stuttgart Airport,48.689899,9.22196,Stuttgart,STR
Hannover Airport,52.461102,9.68508,Hannover,HAJ
Bremen Airport,53.046786,8.78932,Bremen,BRE
Frankfurt-Hahn Airport,49.9487,7.26389,Frankfurt am Main (Lautzenhausen),HHN
Mannheim-City Airport,49.473057,8.514167,Mannheim,MHG
Eisenach-Kindel Airport,50.991604,10.47973,Hörselberg-Hainich,EIB
Siegerland Airport,50.707699,8.08297,Burbach,SGE
Itzehoe/Hungriger Wolf Airfield,53.992009,9.576409,Itzehoe,IZE
Hamburg-Finkenwerder Airport,53.53527832,9.83555603,Hamburg,XFW
Kiel-Holtenau Airport,54.37957,10.145266,Kiel,KEL
Lübeck Blankensee Airport,53.805401,10.7192,Lübeck,LBC
Neumünster Airport,54.079445,9.941389,Neumünster,EUM
Memmingen Allgau Airport,47.98880005,10.23950005,Memmingen,FMM
Aachen-Merzbrück Airport,50.823055,6.186389,Aachen,AAH
Bielefeld Airport,51.964722,8.544444,Bielefeld,BFE
Mönchengladbach Airport,51.230278,6.504444,Mönchengladbach,MGL
Paderborn Lippstadt Airport,51.614101,8.61632,Büren,PAD
Weeze Airport,51.60240173,6.142169952,Weeze,NRN
Dortmund Airport,51.518299,7.61224,Dortmund,DTM
Augsburg Airport,48.425278,10.931667,Augsburg,AGB
Oberpfaffenhofen Airport,48.081402,11.2831,Weßling,OBF
Straubing Airport,48.900833,12.516667,Atting,RBM
Friedrichshafen Airport,47.671299,9.51149,Friedrichshafen,FDH
Bayreuth Airport,49.985001,11.64,Bindlach,BYU
Burg Feuerstein Airport,49.794167,11.133611,Ebermannstadt,URD
Giebelstadt Airport,49.64805603,9.966388702,Giebelstadt,GHF
Hof-Plauen Airport,50.288544,11.852876,Hof,HOQ
Bitburg Airport,49.945278,6.565,Bitburg,BBJ
Zweibrücken Airport,49.2094,7.40056,Zweibrücken,ZQW
Karlsruhe Baden-Baden Airport,48.7794,8.0805,Rheinmünster,FKB
Lahr Airport,48.369301,7.82772,Lahr/Schwarzwald,LHA
Braunschweig-Wolfsburg Airport,52.319199,10.5561,Braunschweig,BWE
Kassel Airport,51.420699,9.392152,Calden,KSF
Emden Airport,53.391109,7.2275,Emden,EME
Wangerooge Airport,53.782544,7.919584,Wangerooge,AGE
JadeWeser Airport,53.50222,8.052222,Wilhelmshaven,WVN
Juist Airport,53.681421,7.056398,Juist,JUI
Langeoog Airport,53.742379,7.496345,Langeoog,LGO
Borkum Airport,53.59639,6.709167,Borkum,BMK
Norden-Norddeich Airport,53.633057,7.190278,Norddeich,NOD
Varrelbusch Airfield,52.908333,8.040556,Cloppenburg,VAC
Norderney Airport,53.706944,7.23,Norderney,NRD
Baltrum Airport,53.72485,7.373257,Baltrum,BMR
Heide-Büsum Airport,54.153332,8.901667,Oesterdeichstrich,HEI
Flensburg-Schäferhaus Airport,54.773335,9.378889,Flensburg,FLF
Helgoland-Düne Airport,54.18527985,7.915832996,Helgoland,HGL
Husum-Schwesing Airport,54.50999832,9.138333321,Husum,QHU
St. Peter-Ording Airport,54.308887,8.686944,Sankt Peter-Ording,PSH
Westerland Sylt Airport,54.9132,8.34047,Westerland,GWT
Wyk auf Föhr Airport,54.684444,8.528333,Wyk auf Föhr,OHR
Tallinn Linnahall Heliport,59.448015,24.753313,Tallinn,CHE
Kärdla Airport,58.99079895,22.83069992,Kärdla,KDL
Kuressaare Airport,58.22990036,22.5095005,Kuressaare,URE
Pärnu Airport,58.41899872,24.4727993,Pärnu,EPU
Berenice International Airport / Banas Cape Air Base,23.980437,35.460277,Berenice Troglodytica,EES
Lennart Meri Tallinn Airport,59.413246,24.83264,Tallinn,TLL
Tartu Airport,58.307499,26.690399,Tartu,TAY
Enontekio Airport,68.36260223,23.42429924,Enontekio,ENF
Efogi Airport,-9.153805556,147.6598056,Efogi,EFG
Halli Airport,61.856039,24.786686,Jämsä,KEV
Helsinki Vantaa Airport,60.318363,24.963341,Helsinki,HEL
Hyvinkää Airfield,60.6544,24.8811,Hyvinkää,HYV
Kitee Airport,62.1661,30.073601,Kitee,KTQ
Ivalo Airport,68.6072998,27.40530014,Ivalo,IVL
Joensuu Airport,62.658815,29.619398,Joensuu,JOE
Jyväskylä Airport,62.399502,25.678301,Jyväskylän Maalaiskunta,JYV
Kauhava Airfield,63.127102,23.051399,Kauhava,KAU
Kemi-Tornio Airport,65.77870178,24.58209991,Kemi / Tornio,KEM
Kajaani Airport,64.2855,27.6924,Kajaani,KAJ
Kokkola-Pietarsaari Airport,63.721199,23.143101,Kokkola / Kruunupyy,KOK
Kuusamo Airport,65.987602,29.239401,Kuusamo,KAO
Kittilä Airport,67.7009964,24.84679985,Kittilä,KTT
Kuopio Airport,63.007099,27.7978,Kuopio / Siilinjärvi,KUO
Lappeenranta Airport,61.044601,28.144743,Lappeenranta,LPP
Mariehamn Airport,60.1222,19.898199,Mariehamn,MHQ
Mikkeli Airport,61.6866,27.201799,Mikkeli,MIK
Oulu Airport,64.930099,25.354601,Oulu / Oulunsalo,OUL
Pori Airport,61.4617,21.799999,Pori,POR
Rovaniemi Airport,66.56479645,25.83040047,Rovaniemi,RVN
Savonlinna Airport,61.9431,28.945101,Savonlinna,SVL
Seinäjoki Airport,62.692101,22.8323,Seinäjoki / Ilmajoki,SJY
Sodankyla Airport,67.39499664,26.61910057,Sodankyla,SOT
Tampere-Pirkkala Airport,61.414101,23.604401,Tampere / Pirkkala,TMP
Turku Airport,60.514099,22.2628,Turku,TKU
Utti Air Base,60.8964,26.9384,Utti / Valkeala,UTI
Vaasa Airport,63.050701,21.762199,Vaasa,VAA
Varkaus Airport,62.171101,27.868601,Varkaus / Joroinen,VRK
Katameya Air Base,30.0503,31.841369,New Cairo,TFR
Abu Rudeis Airport,28.899694,33.202057,Ras Abu Rudeis,AUE
Belfast International Airport,54.65750122,-6.215829849,Belfast,BFS
Enniskillen/St Angelo Airport,54.398899,-7.65167,Enniskillen,ENK
George Best Belfast City Airport,54.618099,-5.8725,Belfast,BHD
City of Derry Airport,55.0428009,-7.161109924,Derry,LDY
Birmingham International Airport,52.453899,-1.74803,Birmingham,BHX
Coventry Airport,52.36970139,-1.479719996,Coventry,CVT
Gloucestershire Airport,51.89419937,-2.167220116,Staverton,GLO
Sywell Aerodrome,52.30530167,-0.793056011,Northampton,ORM
Nottingham Airport,52.919998,-1.07917,Nottingham,NQT
Cotswold Airport,51.668095,-2.05694,Kemble,GBA
Manchester Airport,53.349375,-2.279521,Manchester,MAN
Upavon Aerodrome,51.28620148,-1.782019973,Upavon,UPV
RNAS Yeovilton,51.00939941,-2.638819933,Yeovil,YEO
Campbeltown Airport,55.43719864,-5.686389923,Campbeltown,CAL
Eday Airport,59.19060135,-2.772219896,Eday,EOI
Fair Isle Airport,59.534721,-1.628509,Fair Isle,FIE
Whalsay Airstrip,60.376835,-0.927229,"Whalsay, Shetlands",WHS
Coll Airport,56.601898,-6.61778,Coll Island,COL
North Ronaldsay Airport,59.36750031,-2.434439898,North Ronaldsay,NRL
Oban Airport,56.463501,-5.39967,North Connel,OBN
Papa Westray Airport,59.35169983,-2.900279999,Papa Westray,PPW
Stronsay Airport,59.1553,-2.64139,Stronsay,SOY
Sanday Airport,59.250301,-2.57667,Sanday,NDY
Lerwick / Tingwall Airport,60.19219971,-1.243610024,Lerwick,LWK
Westray Airport,59.35029984,-2.950000048,Westray,WRY
Colonsay Airstrip,56.057499,-6.24306,Colonsay,CSA
Haverfordwest Airport,51.83309937,-4.961110115,Haverfordwest,HAW
Cardiff International Airport,51.396702,-3.34333,"Rhoose, Vale of Glamorgan",CWL
Swansea Airport,51.601366,-4.071006,Swansea,SWS
Bristol Airport,51.382702,-2.71909,Bristol,BRS
Liverpool John Lennon Airport,53.333599,-2.84972,Liverpool,LPL
London Luton Airport,51.874699,-0.368333,"Luton, Bedfordshire",LTN
Land's End Airport,50.102798,-5.67056,"Land's End, Cornwall",LEQ
St. Mary's Airport,49.9133,-6.29167,St. Mary's,ISC
Bournemouth Airport,50.779999,-1.8425,Bournemouth,BOH
Southampton Airport,50.950298,-1.3568,Southampton,SOU
Bembridge Airport,50.67810059,-1.109439969,Bembridge,BBP
Cornwall Airport Newquay,50.440601,-4.99541,Newquay,NQY
Goodwood Aerodrome,50.859832,-0.760073,"Chichester, West Sussex",QUG
Alderney Airport,49.706104,-2.21472,Saint Anne,ACI
Guernsey Airport,49.435001,-2.60197,Saint Peter Port,GCI
Jersey Airport,49.207901,-2.195509911,Saint Helier,JER
Brighton City Airport,50.835602,-0.297222,"Brighton, East Sussex",ESH
London Biggin Hill Airport,51.3307991,0.032499999,London,BQH
London Gatwick Airport,51.148771,-0.192089,"Gatwick, Surrey",LGW
London City Airport,51.505299,0.055278,London,LCY
Farnborough Airport,51.2757988,-0.776332974,Farnborough,FAB
Blackbushe Airport,51.32389832,-0.847500026,Yateley,BBS
London Heathrow Airport,51.4706,-0.461941,London,LHR
London Southend Airport,51.570562,0.693627,"Southend-on-Sea, Essex",SEN
Lydd London Ashford Airport,50.956246,0.939074,"Romney Marsh, Kent",LYX
Carlisle Lake District Airport,54.9375,-2.80917,Carlisle,CAX
Blackpool International Airport,53.77170181,-3.028609991,Blackpool,BLK
Humberside Airport,53.57440186,-0.350832999,Grimsby,HUY
Barrow Walney Island Airport,54.1286111,-3.2675,Barrow-in-Furness,BWF
Leeds Bradford Airport,53.865898,-1.66057,Leeds,LBA
Warton Aerodrome,53.745098,-2.88306,Warton,WRT
Hawarden Airport,53.178101,-2.97778,Broughton,CEG
Isle of Man Airport,54.083302,-4.62389,Castletown,IOM
Newcastle Airport,55.037958,-1.689577,Newcastle,NCL
Teesside International Airport,54.509201,-1.42941,"Darlington, Durham",MME
East Midlands Airport,52.8311,-1.32806,Nottingham,EMA
Anglesey Airport,53.24810028,-4.535339832,Angelsey,VLY
Kirkwall Airport,58.95780182,-2.904999971,Orkney Islands,KOI
Sumburgh Airport,59.87889862,-1.295560002,Lerwick,LSI
Wick Airport,58.45890045,-3.093060017,Wick,WIC
Aberdeen Dyce Airport,57.2019,-2.19778,Aberdeen,ABZ
Inverness Airport,57.54249954,-4.047500134,Inverness,INV
Glasgow International Airport,55.871899,-4.43306,"Paisley, Renfrewshire",GLA
Edinburgh Airport,55.950145,-3.372288,Edinburgh,EDI
Islay Airport,55.682708,-6.257525,"Isle of Islay, Argyll and Bute",ILY
Glasgow Prestwick Airport,55.502003,-4.587019,"Prestwick, South Ayrshire",PIK
Benbecula Airport,57.48109818,-7.362780094,Balivanich,BEB
Dundee Airport,56.45249939,-3.02583003,Dundee,DND
Stornoway Airport,58.215599,-6.33111,"Stornoway, Western Isles",SYY
Barra Airport,57.0228,-7.44306,Eoligarry,BRR
Perth/Scone Airport,56.439201,-3.37222,Perth,PSL
Tiree Airport,56.49919891,-6.869170189,Balemartine,TRE
Unst Airport,60.7472,-0.85385,Shetland Islands,UNT
Leuchars Station Airfield,56.37398,-2.868862,"Leuchars, Fife",ADX
RAF Lossiemouth,57.7052002,-3.339169979,Lossiemouth,LMO
Cambridge City Airport,52.205002,0.175,"Cambridge, Cambridgeshire",CBG
Norwich Airport,52.6758,1.28278,"Norwich, Norfolk",NWI
London Stansted Airport,51.884998,0.235,London,STN
Wycombe Air Park,51.61169815,-0.80833298,High Wycombe,HYC
Exeter International Airport,50.734261,-3.413984,"Exeter, Devon",EXT
Oxford (Kidlington) Airport,51.8368988,-1.320000052,Kidlington,OXF
Rochester Airport,51.351898,0.503333,"Rochester, Kent",RCS
RAF Benson,51.61640167,-1.095829964,Benson,BEX
RAF Lakenheath,52.40954,0.561161,"Brandon, Suffolk",LKZ
RAF Mildenhall,52.3619,0.486406,"Bury Saint Edmunds, Suffolk",MHZ
RAF Wyton,52.357201,-0.107833,St. Ives,QUY
RAF Fairford,51.682201,-1.79003,Fairford,FFD
RAF Brize Norton,51.75,-1.58362,"Carterton, Oxfordshire",BZZ
RAF Odiham,51.23410034,-0.942825019,Odiham,ODH
RAF Northolt,51.553001,-0.418167,London,NHT
RAF Coningsby,53.0929985,-0.166014001,Coningsby,QCY
RAF Honington,52.342602,0.772939,"Bury Saint Edmunds, Suffolk",BEQ
RAF Scampton,53.30780029,-0.550832987,Scampton,SQZ
RAF Waddington,53.16619873,-0.523810983,Waddington,WTN
RAF Marham,52.648395,0.550692,"King's Lynn, Norfolk",KNF
Mount Pleasant Airport,-51.82279968,-58.44720078,Mount Pleasant,MPN
Amsterdam Airport Schiphol,52.308601,4.76389,Amsterdam,AMS
Maastricht Aachen Airport,50.911701,5.77014,Maastricht,MST
Eindhoven Airport,51.45009995,5.374529839,Eindhoven,EIN
Groningen Airport Eelde,53.119701,6.57944,Groningen,GRQ
Gilze Rijen Air Base,51.567402,4.93183,Rijen,GLZ
De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062,Den Helder,DHR
Lelystad Airport,52.453188,5.514622,Lelystad,LEY
Leeuwarden Air Base,53.22859955,5.760560036,Leeuwarden,LWR
Rotterdam The Hague Airport,51.956902,4.43722,Rotterdam,RTM
Twente Airport,52.275833,6.889167,Enschede,ENS
Ezhou Huahu Airport,30.341178,115.03926,Ezhou,EHU
Volkel Air Base,51.657222,5.707778,Uden,UDE
Woensdrecht Air Base,51.4491,4.34203,Hoogerheide,WOE
Bantry Aerodrome,51.6772,-9.487123,Bantry,BYT
Belmullet Aerodrome,54.22280121,-10.03079987,Belmullet,BLY
Connemara Regional Airport,53.2303009,-9.467780113,Inverin,NNR
Cork Airport,51.841301,-8.49111,Cork,ORK
Galway Airport,53.30020142,-8.941590309,Galway,GWY
Donegal Airport,55.0442009,-8.340999603,Donegal,CFN
Dublin Airport,53.428713,-6.262121,Dublin,DUB
Inishmore Aerodrome,53.1067009,-9.653610229,Inis Mór,IOR
Inisheer Aerodrome,53.064701,-9.5109,Inis Oírr,INQ
Kilkenny Airport,52.6507988,-7.296110153,Kilkenny,KKY
Ireland West Knock Airport,53.910301,-8.81849,Charlestown,NOC
Kerry Airport,52.180901,-9.52378,Killarney,KIR
Letterkenny Airfield,54.951302,-7.67283,Letterkenny,LTR
Inishmaan Aerodrome,53.092999,-9.56806,Inis Meáin,IIA
Shannon Airport,52.702,-8.92482,Shannon,SNN
Sligo Airport,54.28020096,-8.599209785,Sligo,SXL
Waterford Airport,52.187199,-7.08696,Waterford,WAT
Ejin Banner Taolai Airport,42.0155,101.0005,Ejin Banner,EJN
Enejit Airport,6.0404,171.9846,Enejit Island,EJT
Aarhus Airport,56.303331,10.618286,Aarhus,AAR
Billund Airport,55.740335,9.157019,Billund,BLL
Copenhagen Kastrup Airport,55.61790085,12.65600014,Copenhagen,CPH
Esbjerg Airport,55.525902,8.5534,Esbjerg,EBJ
Karup Airport,56.29750061,9.124629974,Karup,KRP
Læsø Airport,57.277199,11.0001,Læsø,BYR
Lolland Falster Maribo Airport,54.699299,11.4401,Lolland Falster / Maribo,MRW
Odense Hans Christian Andersen Airport,55.475307,10.327206,Odense,ODE
Copenhagen Roskilde Airport,55.585602,12.1314,Roskilde,RKE
Bornholm Airport,55.063301,14.7596,Rønne,RNN
Sønderborg Airport,54.96440125,9.791729927,Sønderborg,SGD
Sindal Airport,57.503502,10.2294,Sindal,CNL
Skrydstrup Air Base,55.221048,9.26702,Vojens,SKS
Skive Airport,56.550201,9.17298,Skive,SQW
Thisted Airport,57.06880188,8.705220222,Thisted,TED
Vágar Airport,62.063256,-7.275782,Vágar,FAE
Stauning Airport,55.990101,8.35391,Skjern / Ringkøbing,STA
Aalborg Airport,57.094763,9.84993,Aalborg,AAL
Luxembourg-Findel International Airport,49.6233333,6.2044444,Luxembourg,LUX
El Mirador Heliport,17.752077,-89.924916,El Mirador,EMR
"Ålesund Airport, Vigra",62.5625,6.1197,Ålesund,AES
"Andøya Airport, Andenes",69.292503,16.144199,Andenes,ANX
Alta Airport,69.976097,23.3717,Alta,ALF
"Førde Airport, Bringeland",61.391102,5.75694,Førde,FDE
"Brønnøysund Airport, Brønnøy",65.461098,12.2175,Brønnøy,BNN
Bodø Airport,67.269203,14.3653,Bodø,BOO
"Bergen Airport, Flesland",60.2934,5.21814,Bergen,BGO
Båtsfjord Airport,70.60025,29.692612,Båtsfjord,BJF
Berlevåg Airport,70.871517,29.034097,Berlevåg,BVG
"Kristiansand Airport, Kjevik",58.204201,8.08537,Kjevik,KRS
Bardufoss Airport,69.055801,18.5404,Målselv,BDU
"Harstad/Narvik Airport, Evenes",68.49130249,16.67810059,Evenes,EVE
"Fagernes Airport, Leirin",61.015598,9.28806,Fagernes,VDB
Florø Airport,61.58359909,5.024720192,Florø,FRO
"Oslo Airport, Gardermoen",60.193901,11.1004,Oslo,OSL
"Hamar Lufthavn, Stavsberg",60.8181,11.068,Hamar,HMR
"Haugesund Airport, Karmøy",59.345299,5.20836,Karmøy,HAU
Hammerfest Airport,70.679703,23.6686,Hammerfest,HFT
Hasvik Airport,70.486702,22.1397,Hasvik,HAA
"Honningsvåg Airport, Valan",71.009697,25.983601,Honningsvåg,HVG
"Kristiansund Airport, Kvernberget",63.111801,7.82452,Kvernberget,KSU
Gol Airport,60.791066,9.048672,Klanten flyplass,GLL
"Kirkenes Airport, Høybuktmoen",69.7258,29.8913,Kirkenes,KKN
Leknes Airport,68.15249634,13.6093998,Leknes,LKN
Mehamn Airport,71.029701,27.8267,Mehamn,MEH
"Molde Airport, Årø",62.744701,7.2625,Årø,MOL
"Mosjøen Airport, Kjærstad",65.783997,13.2149,Mosjøen,MJF
"Lakselv Airport, Banak",70.068802,24.973499,Lakselv,LKL
Namsos Airport,64.472198,11.5786,Namsos,OSY
Notodden Airport,59.565071,9.213152,Notodden,NTB
Ørland Airport,63.69889832,9.604000092,Ørland,OLA
"Ørsta-Volda Airport, Hovden",62.18000031,6.074100018,Ørsta,HOV
"Mo i Rana Airport, Røssvoll",66.36389923,14.30140018,Mo i Rana,MQN
"Rørvik Airport, Ryum",64.83830261,11.14610004,Rørvik,RVK
Røros Airport,62.57839966,11.34230042,Røros,RRS
Røst Airport,67.526482,12.101575,Røst,RET
"Moss Airport, Rygge",59.378817,10.785439,Oslo,RYG
"Svalbard Airport, Longyear",78.24610138,15.46560001,Longyearbyen,LYR
"Sandane Airport, Anda",61.830002,6.10583,Sandane,SDN
"Sogndal Airport, Haukåsen",61.156101,7.13778,Sogndal,SOG
"Svolvær Airport, Helle",68.243301,14.6692,Svolvær,SVJ
"Stokmarknes Airport, Skagen",68.578827,15.033417,Hadsel,SKN
Skien Airport,59.185001,9.56694,Geiteryggen,SKE
"Stord Airport, Sørstokken",59.791901,5.34085,Leirvik,SRP
Sørkjosen Airport,69.786797,20.9594,Sørkjosen,SOJ
"Vardø Airport, Svartnes",70.3554,31.044901,Vardø,VAW
"Sandnessjøen Airport, Stokka",65.956802,12.4689,Alstahaug,SSJ
"Tromsø Airport, Langnes",69.683296,18.9189,Tromsø,TOS
"Sandefjord Airport, Torp",59.186699,10.2586,Torp,TRF
"Trondheim Airport, Værnes",63.457802,10.924,Trondheim,TRD
Vadsø Airport,70.0653,29.8447,Vadsø,VDS
Yan'an Nanniwan Airport,36.479413,109.464083,Yan'an (Baota),ENY
"Stavanger Airport, Sola",58.876701,5.63778,Stavanger,SVG
Bydgoszcz Ignacy Jan Paderewski Airport,53.096802,17.977699,Bydgoszcz,BZG
Częstochowa-Rudniki Airport,50.884716,19.201842,Rudniki,CZW
Gdańsk Lech Wałęsa Airport,54.377602,18.4662,Gdańsk,GDN
Kraków John Paul II International Airport,50.077702,19.7848,Balice,KRK
Katowice Wojciech Korfanty International Airport,50.476015,19.080705,Ożarowice,KTW
Lublin Airport,51.240278,22.713611,Lublin,LUZ
Łódź Władysław Reymont Airport,51.721901,19.3981,Łódź,LCJ
Modlin Airport,52.451099,20.6518,Nowy Dwór Mazowiecki,WMI
Poznań-Ławica Airport,52.421598,16.823359,Poznań,POZ
Warsaw Radom Airport,51.38937,21.214742,Radom,RDO
Rzeszów-Jasionka Airport,50.109791,22.024155,Jasionka,RZE
"Szczecin-Goleniów ""Solidarność"" Airport",53.584702,14.9022,Goleniow,SZZ
Olsztyn-Mazury Airport,53.481899,20.9377,Olsztyn,SZY
Warsaw Chopin Airport,52.165699,20.9671,Warsaw,WAW
Copernicus Wrocław Airport,51.103719,16.882096,Wrocław,WRO
Zielona Góra-Babimost Airport,52.1385,15.7986,Nowe Kramsko,IEG
Erdenet Airport,48.983056,104.150556,Erdenet,ERT
Ronneby Airport,56.266701,15.265,Ronneby,RNB
Göteborg Landvetter Airport,57.6628,12.2798,Göteborg,GOT
Jönköping Airport,57.75759888,14.06869984,Jönköping,JKG
Lidköping-Hovby Airport,58.4655,13.1744,Lidköping,LDK
Säve Airport,57.7747,11.8704,Göteborg,GSE
Skövde Airport,58.456402,13.9727,Skövde,KVB
Trollhättan-Vänersborg Airport,58.31809998,12.34500027,Trollhättan,THN
Mora Airport,60.957901,14.5114,Mora,MXX
Stockholm Skavsta Airport,58.788601,16.912201,Nyköping,NYO
Scandinavian Mountains Airport,61.158393,12.842503,Malung-Sälen,SCR
Kristianstad Airport,55.9217,14.0855,Kristianstad,KID
Kalmar Airport,56.685501,16.2876,Kalmar,KLR
Malmö Sturup Airport,55.535564,13.376327,Malmö,MMX
Halmstad Airport,56.69110107,12.82019997,Halmstad,HAD
Växjö Kronoberg Airport,56.92910004,14.72799969,Växjö,VXO
Sveg Airport,62.047798,14.4229,Sveg,EVG
Gällivare Airport,67.13240051,20.81459999,Gällivare,GEV
Kramfors-Sollefteå Höga Kusten Airport,63.048599,17.7689,Nyland,KRF
Lycksele Airport,64.548302,18.7162,Lycksele,LYC
Sundsvall-Härnösand Airport,62.52809906,17.44389915,Sundsvall/ Härnösand,SDL
Örnsköldsvik Airport,63.40829849,18.98999977,Örnsköldsvik,OER
Kiruna Airport,67.8219986,20.33679962,Kiruna,KRN
Skellefteå Airport,64.62480164,21.07690048,Skellefteå,SFT
Umeå Airport,63.79180145,20.28280067,Umeå,UME
Vilhelmina South Lapland Airport,64.579102,16.833599,Vilhelmina,VHM
Arvidsjaur Airport,65.59030151,19.28190041,Arvidsjaur,AJR
