name,latitude,longitude,iata
Penticton Airport,49.46310043,-119.6019974,YYF
Charlottetown Airport,46.29000092,-63.12110138,YYG
Taloyoak Airport,69.5467,-93.576698,YYH
Victoria International Airport,48.647201,-123.427792,YYJ
Lynn Lake Airport,56.86389923,-101.0759964,YYL
Cowley Airport,49.63639832,-114.0940018,YYM
Swift Current Airport,50.29190063,-107.6910019,YYN
Churchill Airport,58.73920059,-94.06500244,YYQ
Goose Bay Airport,53.31919861,-60.42580032,YYR
St. John's International Airport,47.618599,-52.7519,YYT
Kapuskasing Airport,49.411587,-82.469645,YYU
Armstrong Airport,50.29029846,-88.90969849,YYW
Mont Joli Airport,48.60860062,-68.20809937,YYY
Toronto Lester B. Pearson International Airport,43.6772,-79.6306,YYZ
Gore Bay Manitoulin Airport,45.8853,-82.567802,YZE
Yellowknife International Airport,62.462799,-114.440002,YZF
Salluit Airport,62.179401,-75.667198,YZG
Slave Lake Airport,55.292945,-114.777276,YZH
Sandspit Airport,53.25429916,-131.8139954,YZP
Chris Hadfield Airport,42.999401,-82.308899,YZR
Coral Harbour Airport,64.19329834,-83.35939789,YZS
Port Hardy Airport,50.68059921,-127.3669968,YZT
Whitecourt Airport,54.143902,-115.787003,YZU
Sept-Îles Airport,50.22330093,-66.26560211,YZV
Teslin Airport,60.17279816,-132.7429962,YZW
CFB Greenwood,44.9844017,-64.91690063,YZX
York Landing Airport,56.089401,-96.089203,ZAC
Shuswap Regional Airport,50.682802,-119.228996,YSN
Boundary Bay Airport,49.0742,-123.012001,YDT
Ilford Airport,56.051622,-95.61882,ILF
Bathurst Airport,47.6297,-65.738899,ZBF
Bromont (Roland Désourdy) Airport,45.290798,-72.741402,ZBM
Kelsey Airport,56.03749847,-96.50969696,KES
Eastmain River Airport,52.226398,-78.522499,ZEM
Faro Airport,62.20750046,-133.3760071,ZFA
Fond-du-Lac Airport,59.3344,-107.181999,ZFD
Pukatawagan Airport,55.749199,-101.265999,XPK
Fort Mcpherson Airport,67.406993,-134.860182,ZFM
Tulita Airport,64.909496,-125.570297,ZFN
Grand Forks Airport,49.015598,-118.431,ZGF
Gods River Airport,54.839699,-94.078598,ZGI
Little Grand Rapids Airport,52.045417,-95.46617,ZGR
High Prairie Airport,55.3936,-116.474998,ZHP
Corazón de Jesús Airport,9.44686,-78.575678,CZJ
Jenpeg Airport,54.51890182,-98.0460968,ZJG
Swan River Airport,52.120602,-101.236,ZJN
Cascade Locks State Airport,45.676599,-121.878879,CZK
Kashechewan Airport,52.282501,-81.677803,ZKE
Thicket Portage Airport,55.31890106,-97.70780182,YTD
Muskrat Dam Airport,53.441399,-91.762802,MSA
South Cariboo Region / 108 Mile Airport,51.73609924,-121.3330002,ZMH
Pikwitonei Airport,55.58890152,-97.16419983,PIW
Masset Airport,54.0275,-132.125,ZMT
Chisana Airport,62.07120132,-142.0480042,CZN
Poplar River Airport,52.996526,-97.274194,XPP
Chistochina Airport,62.56349945,-144.6690063,CZO
Sachigo Lake Airport,53.890885,-92.195935,ZPB
Pincher Creek Airport,49.520429,-113.997002,WPC
Pinehouse Lake Airport,55.52809906,-106.5820007,ZPO
Round Lake (Weagamow Lake) Airport,52.9436,-91.312798,ZRJ
Sandy Lake Airport,53.06420135,-93.3443985,ZSJ
South Indian Lake Airport,56.792801,-98.907204,XSI
Stewart Airport,55.93541045,-129.9824345,ZST
Prince Rupert/Seal Cove Seaplane Base,54.333302,-130.283005,ZSW
Bloodvein River Airport,51.784568,-96.692305,YDV
Shamattawa Airport,55.86356,-92.081137,ZTM
Ignace Municipal Airport,49.428204,-91.720418,ZUC
Churchill Falls Airport,53.56190109,-64.10639954,ZUM
Lac Brochet Airport,58.614279,-101.468954,XLB
Wollaston Lake Airport,58.106899,-103.171997,ZWL
Canandaigua Airport,42.908902,-77.325226,IUA
Delta Junction Airport,64.049861,-145.722656,DJN
Mostaganem Airport,35.90518,0.144539,MQV
Blida Airport,36.503601,2.81417,QLD
Bou Saada Airport,35.3325,4.20639,BUJ
Soummam–Abane Ramdane Airport,36.711952,5.069804,BJA
Houari Boumediene Airport,36.693886,3.214531,ALG
Djanet Inedbirene Airport,24.292801,9.45244,DJG
Illizi Takhamalt Airport,26.723499,8.62265,VVZ
Ain Arnat Airport,36.17810059,5.32449007,QSF
Aguenar – Hadj Bey Akhamok Airport,22.811501,5.45108,TMR
Jijel Ferhat Abbas Airport,36.795101,5.87361,GJL
Mecheria Airport,33.53590012,-0.242353007,MZW
Annaba Rabah Bitat Airport,36.826781,7.81334,AAE
Mohamed Boudiaf International Airport,36.27600098,6.620389938,CZL
Oum El Bouaghi Air Base,35.8797,7.2708,QMH
Cheikh Larbi Tébessi Airport,35.43159866,8.12071991,TEE
Batna Mostefa Ben Boulaid Airport,35.752102,6.30859,BLJ
Daup Airport,-4.7403,145.9515,DAF
Hassi R'Mel Airport,32.930401,3.31154,HRM
Tsletsi Airport,34.6657,3.351,QDJ
Dathina Airport,13.866884,46.133473,DAH
Dabo Airport,-8.431944444,147.8430556,DAO
Abdelhafid Boussouf Bou Chekif Airport,35.341099,1.46315,TID
Tindouf Airport,27.7003994,-8.167099953,TIN
Chlef Aboubakr Belkaid International Airport,36.217166,1.342237,CFK
Oran Tafraoui Airport,35.5424,-0.532278,TAF
Zenata – Messali El Hadj Airport,35.013426,-1.457191,TLM
Oran Es-Sénia (Ahmed Ben Bella) International Airport,35.623901,-0.621183,ORN
Béchar Boudghene Ben Ali Lotfi Airport,31.64570045,-2.269860029,CBH
Sidi Bel Abbes Airport,35.17179871,-0.593275011,BFW
Ghriss Airport,35.207699,0.147142,MUW
El Bayadh Airport,33.721667,1.0925,EBH
In Guezzam Airport,19.560518,5.749326,INF
Bordj Badji Mokhtar Airport,21.3778,0.92698,BMW
Touat Cheikh Sidi Mohamed Belkebir Airport,27.837601,-0.186414,AZR
Biskra - Mohamed Khider Airport,34.793301,5.73823,BSK
El Golea Airport,30.580732,2.861595,ELG
Noumérat - Moufdi Zakaria Airport,32.384102,3.79411,GHA
Hassi Messaoud-Oued Irara Krim Belkacem Airport,31.673,6.14044,HME
In Salah Airport,27.250999,2.51202,INZ
Touggourt Sidi Madhi Airport,33.067799,6.08867,TGR
Laghouat - Molay Ahmed Medeghri Airport,33.7644,2.92834,LOO
Guemar Airport,33.51139832,6.776790142,ELU
Timimoun Airport,29.237101,0.276033,TMX
Ain Beida Airport,31.9172,5.41278,OGX
Zarzaitine - In Aménas Airport,28.0515,9.64291,IAM
Cadjehoun Airport,6.357230186,2.384350061,COO
Djougou Airport,9.692083333,1.637777778,DJA
Kandi Airport,11.14479,2.940381,KDC
Natitingou Airport,10.376965,1.360507,NAE
Parakou Airport,9.357689857,2.609679937,PKO
Savé Airport,8.018170357,2.464580059,SVF
Baicheng Chang'an Airport,45.505278,123.019722,DBC
Dutch Bay SPB,8.273,79.756,DBK
Debepare Airport,-6.308611111,141.9055556,DBP
Dambulu Oya Tank Seaplane Base,7.8604,80.6304,DBU
Dubai Creek SPB,25.24222222,55.33138889,DCG
Dahl Creek Airport,66.943298,-156.904999,DCK
Dodoima Airport,-8.177361111,147.8094444,DDM
Deqing Moganshan Airport,30.504264,120.107388,DEQ
Derim Airport,-6.144722222,147.1072222,DER
Nop Goliat Dekai Airport,-4.8557,139.482006,DEX
Kaya Airport,13.067,-1.1,XKY
Ouahigouya Airport,13.655287,-2.322067,OUG
Djibo Airport,14.125,-1.624722,XDJ
Leo Airport,11.1,-2.1,XLU
Po Airport,11.179139,-1.148472,PUP
Boulsa Airport,12.65,-0.567,XBO
Bogande Airport,12.983,-0.167,XBG
Diapaga Airport,12.060324,1.784631,DIP
Dori Airport,14.021638,-0.068207,DOR
Fada N'gourma Airport,12.033,0.35,FNG
Gorom-Gorom Airport,14.454174,-0.218644,XGG
Kantchari Airport,12.464046,1.492939,XKA
Tambao Airport,14.790874,0.039492,TMQ
Pama Airport,11.25,0.7,XPA
Arly Airport,11.597,1.483,ARL
Sebba Airport,13.45,0.517,XSE
Tenkodogo Airport,11.801149,-0.371377,TEG
Zabré Airport,11.167,-0.617,XZA
Ouagadougou Airport,12.3532,-1.51242,OUA
Banfora Airport,10.688861,-4.727726,BNR
Dedougou Airport,12.459,-3.49,DGU
Gaoua Airport,10.384059,-3.163454,XGA
Nouna Airport,12.75,-3.867000103,XNU
Bobo Dioulasso Airport,11.16009998,-4.33096981,BOY
Tougan Airport,13.059091,-3.077291,TUQ
Diebougou Airport,10.95,-3.25,XDE
Aribinda Airport,14.21700001,-0.883000016,XAR
Kotoka International Airport,5.6051898,-0.166786,ACC
Tamale Airport,9.557189941,-0.863214016,TML
Wa Airport,10.0827,-2.50769,WZA
Dandugama Seaplane Base,7.1079,79.8721,DGM
Kumasi Airport,6.714560032,-1.590819955,KMS
Sunyani Airport,7.36183,-2.32876,NYI
Takoradi Airport,4.89605999,-1.774760008,TKD
Deer Harbor SPB,48.616667,-123.002778,DHB
Dalnegorsk Airport,44.558748,135.490005,DHG
Ad-Dali Airport,13.73846,44.72719,DHL
Aboisso Airport,5.461944,-3.234722,ABO
Félix-Houphouët-Boigny International Airport,5.26139,-3.92629,ABJ
Abengourou Airport,6.71556,-3.47028,OGO
Boundiali Airport,9.540571,-6.469831,BXI
Bouaké Airport,7.7388,-5.07367,BYK
Bouna Airport,9.255556,-3.033333,BQO
Soko Airport,8.01722,-2.76194,BDK
Dimbokro Airport,6.65167,-4.64056,DIM
Daloa Airport,6.79281,-6.47319,DJO
Gagnoa Airport,6.102855,-5.986809,GGN
Guiglo Airport,6.534711,-7.526847,GGO
Nero-Mer Airport,4.643413067,-6.923961639,BBV
Korhogo Airport,9.38718,-5.55666,HGO
Man Airport,7.27207,-7.58736,MJC
Odienne Airport,9.539457,-7.56134,KEO
Ouango Fitini Airport,9.6,-4.05,OFI
Séguéla Airport,7.96,-6.644167,SEO
San Pedro Airport,4.74672,-6.66082,SPY
Sassandra Airport,4.928888,-6.133156,ZSS
Tabou Airport,4.437809467,-7.362728119,TXU
Mahana Airport,8.2934,-7.674,TOZ
Mawella Lagoon Seaplane Base,5.990192,80.733129,DIW
Yamoussoukro Airport,6.903170109,-5.365580082,ASK
Dalnerechensk Airport,45.877949,133.735822,DLR
Diomede Heliport,65.758367,-168.953676,DIO
Katsina Airport,13.0078,7.66045,DKA
Nnamdi Azikiwe International Airport,9.00679,7.26317,ABV
Akwa Ibom International Airport,4.8725,8.093,QUO
Akure Airport,7.246739864,5.301010132,AKR
Asaba International Airport,6.204167,6.665278,ABB
Sir Abubakar Tafawa Balewa International Airport,10.482833,9.744,BCU
Benin Airport,6.316979885,5.599500179,BNI
Margaret Ekpo International Airport,4.976019859,8.347200394,CBQ
Akanu Ibiam International Airport,6.474269867,7.56196022,ENU
Gusau Airport,12.1717,6.69611,QUS
Ibadan Airport,7.362460136,3.978329897,IBA
Ilorin International Airport,8.440210342,4.493919849,ILR
Sam Mbakwe International Airport,5.427060127,7.206029892,QOW
Yakubu Gowon Airport,9.639829636,8.869050026,JOS
Kaduna Airport,10.6960001,7.320109844,KAD
Mallam Aminu International Airport,12.0476,8.52462,KAN
Maiduguri International Airport,11.85529995,13.08090019,MIU
Makurdi Airport,7.70388,8.61394,MDI
Murtala Muhammed International Airport,6.577370167,3.321160078,LOS
Minna Airport,9.652170181,6.462259769,MXJ
Port Harcourt International Airport,5.015490055,6.949590206,PHC
Sadiq Abubakar III International Airport,12.91629982,5.207190037,SKO
Yola Airport,9.25755024,12.43039989,YOL
Zaria Airport,11.1302,7.68581,ZAR
Dorobisoro Airport,-9.461855,147.920907,DOO
Deputatskiy Airport,69.392503,139.890012,DPT
Daqing Sa'ertu Airport,46.750883,125.138642,DQA
Maradi Airport,13.5025,7.12675,MFQ
Diori Hamani International Airport,13.4815,2.18361,NIM
Tahoua Airport,14.8757,5.26536,THZ
Mano Dayak International Airport,16.9659996,8.000109673,AJY
Arlit Airport,18.79039955,7.365950108,RLT
Zinder Airport,13.77900028,8.98375988,ZND
Dilasag Airport,16.44583333,122.2068056,DSG
Tabarka-Aïn Draham International Airport,36.98,8.87694,TBJ
Monastir Habib Bourguiba International Airport,35.7580986,10.75469971,MIR
Enfidha - Hammamet International Airport,36.075833,10.438611,NBE
Tunis Carthage International Airport,36.851002,10.2272,TUN
Gafsa Ksar International Airport,34.42200089,8.822500229,GAF
Gabès Matmata International Airport,33.733691,9.91941,GAE
Djerba Zarzis International Airport,33.875,10.7755,DJE
El Borma Airport,31.7043,9.25462,EBM
Sfax Thyna International Airport,34.7179985,10.69099998,SFA
Tozeur Nefta International Airport,33.93970108,8.110560417,TOE
Andavadoaka Airport,-22.06608,43.259573,DVD
Diyawanna Oya Seaplane Base,6.906585,79.909,DWO
Dwyer Airport,31.091265,64.066053,DWR
Niamtougou International Airport,9.76733017,1.091249943,LRL
Lomé–Tokoin International Airport,6.16561,1.25451,LFW
Dazhou Jinya Airport,31.048815,107.435646,DZH
Elenak Airport,9.319305556,166.8477778,EAL
Antwerp International Airport (Deurne),51.190667,4.463153,ANR
Brussels Airport,50.901402,4.48444,BRU
Brussels South Charleroi Airport,50.460982,4.457158,CRL
Ghent/Industry Zone Heliport,51.020551,3.730341,GNE
Flanders International Airport Kortrijk-Wevelgem,50.818878,3.209551,KJK
Liège Airport,50.638574,5.443897,LGG
Ebon Airport,4.5982,168.752,EBO
Oostende-Brugge International Airport,51.1998,2.874673,OST
Oostmalle Airfield,51.269092,4.762428,OBL
Méndez Airport,-2.733330011,-78.3167038,MZD
Edna Bay Seaplane Base,55.949653,-133.661012,EDA
Leipzig–Altenburg Airport,50.981945,12.506389,AOC
Heringsdorf Airport,53.87870026,14.15229988,HDF
Riesa-Göhlis Airport,51.29361,13.356111,IES
Rechlin-Lärz Airport,53.306389,12.752222,REB
Cochstedt Airport,51.8564,11.4203,CSO
Barth Airport,54.338253,12.710515,BBH
Neubrandenburg Airport,53.6022,13.306,FNB
Flugplatz Güttin / Rügen,54.383331,13.325556,GTI
Köthen Airport,51.723745,11.948826,KOQ
Peenemünde Airport,54.15777969,13.77444363,PEF
Berlin Brandenburg Airport,52.362247,13.500672,BER
Dresden Airport,51.134123,13.767831,DRS
Erfurt-Weimar Airport,50.979801,10.9581,ERF
Frankfurt Airport,50.030241,8.561096,FRA
Münster Osnabrück Airport,52.134602,7.68483,FMO
Hamburg Helmut Schmidt Airport,53.630402,9.98823,HAM
Cologne Bonn Airport,50.865898,7.14274,CGN
Düsseldorf Airport,51.289501,6.76678,DUS
Munich Airport,48.353802,11.7861,MUC
Nuremberg Airport,49.498699,11.078056,NUE
Leipzig/Halle Airport,51.420657,12.232705,LEJ
Saarbrücken Airport,49.21459961,7.109509945,SCN
Stuttgart Airport,48.689899,9.22196,STR
Hannover Airport,52.461102,9.68508,HAJ
Bremen Airport,53.046786,8.78932,BRE
Frankfurt-Hahn Airport,49.9487,7.26389,HHN
Mannheim-City Airport,49.473057,8.514167,MHG
Eisenach-Kindel Airport,50.991604,10.47973,EIB
Siegerland Airport,50.707699,8.08297,SGE
Itzehoe/Hungriger Wolf Airfield,53.992009,9.576409,IZE
Hamburg-Finkenwerder Airport,53.53527832,9.83555603,XFW
Kiel-Holtenau Airport,54.37957,10.145266,KEL
Lübeck Blankensee Airport,53.805401,10.7192,LBC
Neumünster Airport,54.079445,9.941389,EUM
Memmingen Allgau Airport,47.98880005,10.23950005,FMM
Aachen-Merzbrück Airport,50.823055,6.186389,AAH
Essen Mülheim Airport,51.402302,6.93733,ESS
Bielefeld Airport,51.964722,8.544444,BFE
Mönchengladbach Airport,51.230278,6.504444,MGL
Paderborn Lippstadt Airport,51.614101,8.61632,PAD
Weeze Airport,51.60240173,6.142169952,NRN
Dortmund Airport,51.518299,7.61224,DTM
Augsburg Airport,48.425278,10.931667,AGB
Oberpfaffenhofen Airport,48.081402,11.2831,OBF
Straubing Airport,48.900833,12.516667,RBM
Friedrichshafen Airport,47.671299,9.51149,FDH
Bayreuth Airport,49.985001,11.64,BYU
Burg Feuerstein Airport,49.794167,11.133611,URD
Giebelstadt Airport,49.64805603,9.966388702,GHF
Hof-Plauen Airport,50.288544,11.852876,HOQ
Bitburg Airport,49.945278,6.565,BBJ
Zweibrücken Airport,49.2094,7.40056,ZQW
Karlsruhe Baden-Baden Airport,48.7794,8.0805,FKB
Lahr Airport,48.369301,7.82772,LHA
Braunschweig-Wolfsburg Airport,52.319199,10.5561,BWE
Kassel Airport,51.420699,9.392152,KSF
Emden Airport,53.391109,7.2275,EME
Wangerooge Airport,53.782544,7.919584,AGE
JadeWeser Airport,53.50222,8.052222,WVN
Juist Airport,53.681421,7.056398,JUI
Langeoog Airport,53.742379,7.496345,LGO
Borkum Airport,53.59639,6.709167,BMK
Norden-Norddeich Airport,53.633057,7.190278,NOD
Varrelbusch Airfield,52.908333,8.040556,VAC
Norderney Airport,53.706944,7.23,NRD
Baltrum Airport,53.72485,7.373257,BMR
Heide-Büsum Airport,54.153332,8.901667,HEI
Flensburg-Schäferhaus Airport,54.773335,9.378889,FLF
Helgoland-Düne Airport,54.18527985,7.915832996,HGL
Husum-Schwesing Airport,54.50999832,9.138333321,QHU
St. Peter-Ording Airport,54.308887,8.686944,PSH
Westerland Sylt Airport,54.9132,8.34047,GWT
Wyk auf Föhr Airport,54.684444,8.528333,OHR
Tallinn Linnahall Heliport,59.448015,24.753313,CHE
Kärdla Airport,58.99079895,22.83069992,KDL
Kuressaare Airport,58.22990036,22.5095005,URE
Pärnu Airport,58.41899872,24.4727993,EPU
Berenice International Airport / Banas Cape Air Base,23.980437,35.460277,EES
Lennart Meri Tallinn Airport,59.413246,24.83264,TLL
Tartu Airport,58.307499,26.690399,TAY
Enontekio Airport,68.36260223,23.42429924,ENF
Efogi Airport,-9.153805556,147.6598056,EFG
Halli Airport,61.856039,24.786686,KEV
Helsinki Vantaa Airport,60.318363,24.963341,HEL
Hyvinkää Airfield,60.6544,24.8811,HYV
Kitee Airport,62.1661,30.073601,KTQ
Ivalo Airport,68.6072998,27.40530014,IVL
Joensuu Airport,62.658815,29.619398,JOE
Jyväskylä Airport,62.399502,25.678301,JYV
Kauhava Airfield,63.127102,23.051399,KAU
Kemi-Tornio Airport,65.77870178,24.58209991,KEM
Kajaani Airport,64.2855,27.6924,KAJ
Kauhajoki Airfield,62.463212,22.390817,KHJ
Kokkola-Pietarsaari Airport,63.721199,23.143101,KOK
Kuusamo Airport,65.987602,29.239401,KAO
Kittilä Airport,67.7009964,24.84679985,KTT
Kuopio Airport,63.007099,27.7978,KUO
Lappeenranta Airport,61.044601,28.144743,LPP
Mariehamn Airport,60.1222,19.898199,MHQ
Mikkeli Airport,61.6866,27.201799,MIK
Oulu Airport,64.930099,25.354601,OUL
Pori Airport,61.4617,21.799999,POR
Rovaniemi Airport,66.56479645,25.83040047,RVN
Savonlinna Airport,61.9431,28.945101,SVL
Seinäjoki Airport,62.692101,22.8323,SJY
Sodankyla Airport,67.39499664,26.61910057,SOT
Tampere-Pirkkala Airport,61.414101,23.604401,TMP
Turku Airport,60.514099,22.2628,TKU
Utti Air Base,60.8964,26.9384,UTI
Vaasa Airport,63.050701,21.762199,VAA
Varkaus Airport,62.171101,27.868601,VRK
Ylivieska Airfield,64.054722,24.725278,YLI
Katameya Air Base,30.0503,31.841369,TFR
Abu Rudeis Airport,28.899694,33.202057,AUE
Belfast International Airport,54.65750122,-6.215829849,BFS
Enniskillen/St Angelo Airport,54.398899,-7.65167,ENK
George Best Belfast City Airport,54.618099,-5.8725,BHD
City of Derry Airport,55.0428009,-7.161109924,LDY
Birmingham International Airport,52.453899,-1.74803,BHX
Coventry Airport,52.36970139,-1.479719996,CVT
Gloucestershire Airport,51.89419937,-2.167220116,GLO
Sywell Aerodrome,52.30530167,-0.793056011,ORM
Nottingham Airport,52.919998,-1.07917,NQT
Cotswold Airport,51.668095,-2.05694,GBA
Manchester Airport,53.349375,-2.279521,MAN
Upavon Aerodrome,51.28620148,-1.782019973,UPV
RNAS Yeovilton,51.00939941,-2.638819933,YEO
Campbeltown Airport,55.43719864,-5.686389923,CAL
Eday Airport,59.19060135,-2.772219896,EOI
Fair Isle Airport,59.534721,-1.628509,FIE
Whalsay Airstrip,60.376835,-0.927229,WHS
Coll Airport,56.601898,-6.61778,COL
North Ronaldsay Airport,59.36750031,-2.434439898,NRL
Oban Airport,56.463501,-5.39967,OBN
Papa Westray Airport,59.35169983,-2.900279999,PPW
Stronsay Airport,59.1553,-2.64139,SOY
Sanday Airport,59.250301,-2.57667,NDY
Lerwick / Tingwall Airport,60.19219971,-1.243610024,LWK
Westray Airport,59.35029984,-2.950000048,WRY
Colonsay Airstrip,56.057499,-6.24306,CSA
Haverfordwest Airport,51.83309937,-4.961110115,HAW
Cardiff International Airport,51.396702,-3.34333,CWL
Swansea Airport,51.601366,-4.071006,SWS
Bristol Airport,51.382702,-2.71909,BRS
Liverpool John Lennon Airport,53.333599,-2.84972,LPL
London Luton Airport,51.874699,-0.368333,LTN
Land's End Airport,50.102798,-5.67056,LEQ
St. Mary's Airport,49.9133,-6.29167,ISC
Bournemouth Airport,50.779999,-1.8425,BOH
Southampton Airport,50.950298,-1.3568,SOU
Bembridge Airport,50.67810059,-1.109439969,BBP
Cornwall Airport Newquay,50.440601,-4.99541,NQY
Goodwood Aerodrome,50.859832,-0.760073,QUG
Alderney Airport,49.706104,-2.21472,ACI
Guernsey Airport,49.435001,-2.60197,GCI
Jersey Airport,49.207901,-2.195509911,JER
Brighton City Airport,50.835602,-0.297222,ESH
London Biggin Hill Airport,51.3307991,0.032499999,BQH
London Gatwick Airport,51.148771,-0.192089,LGW
London City Airport,51.505299,0.055278,LCY
Farnborough Airport,51.2757988,-0.776332974,FAB
Blackbushe Airport,51.32389832,-0.847500026,BBS
London Heathrow Airport,51.4706,-0.461941,LHR
London Southend Airport,51.570562,0.693627,SEN
Lydd London Ashford Airport,50.956246,0.939074,LYX
Carlisle Lake District Airport,54.9375,-2.80917,CAX
Blackpool International Airport,53.77170181,-3.028609991,BLK
Humberside Airport,53.57440186,-0.350832999,HUY
Barrow Walney Island Airport,54.1286111,-3.2675,BWF
Leeds Bradford Airport,53.865898,-1.66057,LBA
Warton Aerodrome,53.745098,-2.88306,WRT
Hawarden Airport,53.178101,-2.97778,CEG
Isle of Man Airport,54.083302,-4.62389,IOM
Newcastle Airport,55.037958,-1.689577,NCL
Teesside International Airport,54.509201,-1.42941,MME
East Midlands Airport,52.8311,-1.32806,EMA
Anglesey Airport,53.24810028,-4.535339832,VLY
Kirkwall Airport,58.95780182,-2.904999971,KOI
Sumburgh Airport,59.87889862,-1.295560002,LSI
Wick Airport,58.45890045,-3.093060017,WIC
Aberdeen Dyce Airport,57.2019,-2.19778,ABZ
Inverness Airport,57.54249954,-4.047500134,INV
Glasgow International Airport,55.871899,-4.43306,GLA
Edinburgh Airport,55.950145,-3.372288,EDI
Islay Airport,55.682708,-6.257525,ILY
Glasgow Prestwick Airport,55.502003,-4.587019,PIK
Benbecula Airport,57.48109818,-7.362780094,BEB
Dundee Airport,56.45249939,-3.02583003,DND
Stornoway Airport,58.215599,-6.33111,SYY
Barra Airport,57.0228,-7.44306,BRR
Perth/Scone Airport,56.439201,-3.37222,PSL
Tiree Airport,56.49919891,-6.869170189,TRE
Unst Airport,60.7472,-0.85385,UNT
Leuchars Station Airfield,56.37398,-2.868862,ADX
RAF Lossiemouth,57.7052002,-3.339169979,LMO
Cambridge City Airport,52.205002,0.175,CBG
Norwich Airport,52.6758,1.28278,NWI
London Stansted Airport,51.884998,0.235,STN
Wycombe Air Park,51.61169815,-0.80833298,HYC
Exeter International Airport,50.734261,-3.413984,EXT
Oxford (Kidlington) Airport,51.8368988,-1.320000052,OXF
Rochester Airport,51.351898,0.503333,RCS
RAF Benson,51.61640167,-1.095829964,BEX
RAF Lakenheath,52.40954,0.561161,LKZ
RAF Mildenhall,52.3619,0.486406,MHZ
RAF Wyton,52.357201,-0.107833,QUY
RAF Fairford,51.682201,-1.79003,FFD
RAF Brize Norton,51.75,-1.58362,BZZ
RAF Odiham,51.23410034,-0.942825019,ODH
RAF Northolt,51.553001,-0.418167,NHT
RAF Coningsby,53.0929985,-0.166014001,QCY
RAF Honington,52.342602,0.772939,BEQ
RAF Scampton,53.30780029,-0.550832987,SQZ
RAF Waddington,53.16619873,-0.523810983,WTN
RAF Marham,52.648395,0.550692,KNF
Mount Pleasant Airport,-51.82279968,-58.44720078,MPN
Amsterdam Airport Schiphol,52.308601,4.76389,AMS
Maastricht Aachen Airport,50.911701,5.77014,MST
Eindhoven Airport,51.45009995,5.374529839,EIN
Groningen Airport Eelde,53.119701,6.57944,GRQ
Gilze Rijen Air Base,51.567402,4.93183,GLZ
De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062,DHR
Lelystad Airport,52.453188,5.514622,LEY
Leeuwarden Air Base,53.22859955,5.760560036,LWR
Rotterdam The Hague Airport,51.956902,4.43722,RTM
Twente Airport,52.275833,6.889167,ENS
Ezhou Huahu Airport,30.341178,115.03926,EHU
Volkel Air Base,51.657222,5.707778,UDE
Woensdrecht Air Base,51.4491,4.34203,WOE
Bantry Aerodrome,51.6772,-9.487123,BYT
Belmullet Aerodrome,54.22280121,-10.03079987,BLY
Connemara Regional Airport,53.2303009,-9.467780113,NNR
Cork Airport,51.841301,-8.49111,ORK
Galway Airport,53.30020142,-8.941590309,GWY
Donegal Airport,55.0442009,-8.340999603,CFN
Dublin Airport,53.428713,-6.262121,DUB
Inishmore Aerodrome,53.1067009,-9.653610229,IOR
Inisheer Aerodrome,53.064701,-9.5109,INQ
Kilkenny Airport,52.6507988,-7.296110153,KKY
Ireland West Knock Airport,53.910301,-8.81849,NOC
Kerry Airport,52.180901,-9.52378,KIR
Letterkenny Airfield,54.951302,-7.67283,LTR
Inishmaan Aerodrome,53.092999,-9.56806,IIA
Shannon Airport,52.702,-8.92482,SNN
Sligo Airport,54.28020096,-8.599209785,SXL
Waterford Airport,52.187199,-7.08696,WAT
Ejin Banner Taolai Airport,42.0155,101.0005,EJN
Enejit Airport,6.0404,171.9846,EJT
Aarhus Airport,56.303331,10.618286,AAR
Billund Airport,55.740335,9.157019,BLL
Copenhagen Kastrup Airport,55.61790085,12.65600014,CPH
Esbjerg Airport,55.525902,8.5534,EBJ
Karup Airport,56.29750061,9.124629974,KRP
Læsø Airport,57.277199,11.0001,BYR
Lolland Falster Maribo Airport,54.699299,11.4401,MRW
Odense Hans Christian Andersen Airport,55.475307,10.327206,ODE
Copenhagen Roskilde Airport,55.585602,12.1314,RKE
Bornholm Airport,55.063301,14.7596,RNN
Sønderborg Airport,54.96440125,9.791729927,SGD
Sindal Airport,57.503502,10.2294,CNL
Skrydstrup Air Base,55.221048,9.26702,SKS
Skive Airport,56.550201,9.17298,SQW
Thisted Airport,57.06880188,8.705220222,TED
Vágar Airport,62.063256,-7.275782,FAE
Stauning Airport,55.990101,8.35391,STA
Aalborg Airport,57.094763,9.84993,AAL
Luxembourg-Findel International Airport,49.6233333,6.2044444,LUX
El Mirador Heliport,17.752077,-89.924916,EMR
"Ålesund Airport, Vigra",62.5625,6.1197,AES
"Andøya Airport, Andenes",69.292503,16.144199,ANX
Alta Airport,69.97609711,23.37170029,ALF
"Førde Airport, Bringeland",61.391102,5.75694,FDE
"Brønnøysund Airport, Brønnøy",65.461098,12.2175,BNN
Bodø Airport,67.269203,14.3653,BOO
"Bergen Airport, Flesland",60.2934,5.21814,BGO
Båtsfjord Airport,70.60050201,29.69140053,BJF
Berlevåg Airport,70.871399,29.034201,BVG
"Kristiansand Airport, Kjevik",58.204201,8.08537,KRS
Bardufoss Airport,69.05580139,18.54039955,BDU
"Harstad/Narvik Airport, Evenes",68.49130249,16.67810059,EVE
